Price,Close,High,Low,Open,Volume,SMA_50,SMA_200,RSI,MACD
2020-04-06,63.765995025634766,63.92147650814731,60.58583486452881,60.95510987284994,201820400,,,51.000448788650644,-2.089527642561791
2020-04-07,63.02742767333984,66.00837741080065,62.92296275780196,65.78972025756833,202887200,,,49.78932276162708,-1.7663337689331229
2020-04-08,64.64060974121094,64.95643640817995,63.464752614085576,63.8315958380623,168895200,,,52.44566145038928,-1.3643031472123042
2020-04-09,65.10706329345703,65.61239487021291,64.3077766952038,65.2795602045284,161834800,,,53.21637141490726,-0.9965643066853431
2020-04-13,66.38495635986328,66.49428496270015,64.58229481333173,65.18480321625717,131022800,,,55.35128633528034,-0.5951527846596107
2020-04-14,69.73761749267578,70.0291555377526,67.55110439696104,68.02485186668075,194994800,,,60.45054457709118,-0.006425458692469022
2020-04-15,69.10108947753906,69.56268513070003,68.17789817121714,68.60790967618321,131154400,,,59.07115771853365,0.404124205273078
2020-04-16,69.650146484375,70.01699709120813,68.59576238272669,69.81777971437695,157125200,,,59.92071071693393,0.7649739402042428
2020-04-17,68.70506286621094,69.71329377346689,67.26196435567978,69.16423394416029,215250000,,,57.70057935900913,0.9635820314767756
2020-04-20,67.27898406982422,68.43297671339393,67.25955166646024,67.52679355095263,130015200,,,54.423790402846436,0.9944443980728153
2020-04-21,65.1993637084961,67.35672361691245,64.48510245735507,67.12106589236431,180991600,,,49.96742787880334,0.841395973868913
2020-04-22,67.0773696899414,67.51466937830533,66.12988208907218,66.47242931028866,116862400,,,53.657767006478096,0.8617101246635599
2020-04-23,66.81741333007812,68.45001014182691,66.77854109478402,67.02148700478162,124814400,,,53.07420753088759,0.8470684519960514
2020-04-24,68.74639129638672,68.75611120688087,67.29600419461667,67.34459633296811,126161200,,,56.82637765891936,0.9798224385062753
2020-04-27,68.79498291015625,69.12781755437949,68.01269693902715,68.46214085181369,117087600,,,56.91982503332592,1.0765421585115007
2020-04-28,67.67984771728516,69.44120502793687,67.58753452748297,69.2589956509729,112004800,,,54.02960257667695,1.0510947766511123
2020-04-29,69.9028091430664,70.37412466532922,68.9698980080844,69.17397162378809,137280800,,,58.54816759884141,1.1965093373453044
2020-04-30,71.37747955322266,71.55483267240312,70.05342927151027,70.44456848623724,183064000,,,61.26798701285191,1.4144402157666605
2020-05-01,70.2283706665039,72.64082159078217,69.44608459896145,69.54326147278059,240616800,,,58.07054178015604,1.4773979988854222
2020-05-04,71.22201538085938,71.35077640125569,69.56026644411233,70.25266368795357,133568000,,,60.01381600181111,1.5891525583272141
2020-05-05,72.29096984863281,73.12670420409486,71.53783619626512,71.68360519577489,147751200,,,62.05143490666611,1.7438722697541067
2020-05-06,73.03680419921875,73.67088924059446,72.60921717678971,72.99550014695852,142333600,,,63.450885960296624,1.9047149859358257
2020-05-07,73.79236602783203,74.13978420885995,73.36235456618245,73.66603686189733,115215200,,,64.86446856418824,2.069297943791682
2020-05-08,75.54875946044922,75.60235253123315,74.12611582186314,74.45498205466502,133838400,,,67.9661028821559,2.314774119713249
2020-05-11,76.73754119873047,77.23448698795877,74.84473723882499,75.05424011538071,145946400,66.10494468688965,,69.90268879833911,2.57555115837836
2020-05-12,75.86056518554688,77.87760182453242,75.73876343818256,77.42449545855905,162301200,66.1702629852295,,66.69923743531825,2.6805544422252296
2020-05-13,74.94462585449219,76.96653965007208,73.86302556726389,76.04084175904602,200622400,66.26337379455566,,63.42974099848628,2.659207957950187
2020-05-14,75.405029296875,75.4659301717339,73.45376288745526,74.17970399208137,158929200,66.30048606872559,,64.37504365362483,2.6489064803982814
2020-05-15,74.959228515625,75.0055137738857,73.13220232382433,73.16631038114848,166348400,66.37639656066895,,62.68539595363378,2.575086098280437
2020-05-18,76.72535705566406,77.10050853103726,75.59504066999202,76.28931213886284,135178400,66.50653114318848,,66.44313153676069,2.6287916528261803
2020-05-19,76.28199005126953,77.59257040448834,76.250320412407,76.7423967189678,101729600,66.738872756958,,64.68213907140141,2.6055426065747156
2020-05-20,77.76554870605469,77.83618836909706,77.10537786228618,77.14435531475209,111504800,66.90774055480956,,67.76116133349691,2.6759813079665236
2020-05-21,77.1857681274414,78.16992831924948,76.94703402835367,77.62668985437112,102688800,67.11316474914551,,65.36291667705761,2.6544225086779676
2020-05-22,77.68272399902344,77.76554829725728,76.82036552394693,76.92267483121685,81803200,67.46069030761718,,66.45871635977323,2.64692508578689
2020-05-26,77.15653991699219,78.98599716300203,77.10050843518626,78.80573295034046,125522000,67.65318786621094,,64.14475774018793,2.5689118495046444
2020-05-27,77.49269104003906,77.63885459900591,76.26980437953092,77.01279937336761,112945200,68.02616333007812,,64.98355544020433,2.5053304935777874
2020-05-28,77.52681732177734,78.79112013772229,76.88857731287194,77.16628144944023,133560800,68.34807373046876,,65.07288729351424,2.429687590542102
2020-05-29,77.4512710571289,78.23323594474678,77.0931737364875,77.77039093891705,153532400,68.69855003356933,,64.67950960649304,2.3367079777012663
2020-06-01,78.40377044677734,78.52557216956737,77.27344689087606,77.40499483306169,80791200,69.07725975036621,,67.35875649271796,2.3132144092343623
2020-06-02,78.76676177978516,78.79112361878236,77.69246935745718,78.13582955096197,87642800,69.53873680114746,,68.34425238334299,2.2974029230773283
2020-06-03,79.20036315917969,79.46345908381795,78.51339955329883,79.08830763863511,104491200,70.03254898071289,,69.52776138520741,2.2934230605062567
2020-06-04,78.51829528808594,79.3221840014377,78.14314375256639,79.02255640324537,87560400,70.40334533691406,,65.38653533396965,2.209759086603981
2020-06-05,80.7545394897461,80.81544034908978,78.7399417389638,78.76917296197885,137250400,70.82547485351563,,71.40101006021202,2.297417800213509
2020-06-08,81.23200988769531,81.26611794142813,79.73628846860731,80.4500448415124,95654400,71.19437637329102,,72.49976525187688,2.378003686778584
2020-06-09,83.79715728759766,84.19179372904645,80.87879240448521,80.91046204581917,147712400,71.66657157897949,,77.50087543606037,2.618668163290124
2020-06-10,85.95304870605469,86.42320162575061,84.30872525976866,84.7496469521118,166651600,72.14753196716309,,80.6808099605294,2.949360522561662
2020-06-11,81.82640838623047,85.5194380776058,81.72409908659924,85.09313198270294,201662400,72.54848625183105,,62.478140921540934,2.8456483509216355
2020-06-12,82.5328598022461,84.72529122191342,81.41715908416947,83.97499574044802,200146000,73.02858184814453,,63.97651719769607,2.7883184336673423
2020-06-15,83.5535659790039,84.2088600192706,81.01765253374747,81.18087015739522,138808800,73.50955848693847,,66.08390978583299,2.7930499777403384
2020-06-16,85.76791381835938,86.04075597292817,83.97499569346722,85.61688084344807,165428800,74.05192573547363,,70.16201993836928,2.9415705310481997
2020-06-17,85.64857482910156,86.57670379862522,85.52677304901509,86.51580290858197,114406400,74.48957733154298,,69.67577379828045,3.0148906972483616
2020-06-18,85.68264770507812,86.10164595385577,85.07120064123144,85.604692813634,96820400,74.94268173217773,,69.74025460662148,3.040695607343494
